codigo_softland,descripcion,unidad_medida,rubro,prefijo_rubro,subrubro,prefijo_subrubro
1182,"BANDAS REFLECTIVAS CEBRADA DE0,70 X 50 CM",UN,TALLER,TAL,CALCOS Y CARTELES,CYC
1183,"BANDA REFLECTIVA INTERNACIONAL DE 0,50 X 30 CM",UN,TALLER,TAL,CALCOS Y CARTELES,CYC
1184,BANDA REFLECTIVA VEL. MAXIMA,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
1185,CALCO GRANDE,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
1186,CALCO CHICA,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
1187,NUMEROS,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
1188,"EJE REDONDO DISCO TROCHA 1600 CON RODADO A DISCO DE 10 BULONES C/FRENO DE 7,5"" X 12 1/4""",UN,TALLER,TAL,BULONERIA,BUL
1189,TARA 17.500 CM 34.500,UN,TALLER,TAL,CALCOS Y CARTELES,CYC
1190,"CINTAS REFLEXTIVAS BLANCAS 0,30 (EX 1180 EN AS400)",MT,TALLER,TAL,FERRETERIA,FER
1191,"Ejes tubulares rigido de 133 mm o 17,5 mm con frenos de 8´´ * 16´´",UN,TALLER,TAL,EJES,EJE
1192,BUJE STORANI (STINGER),UN,TALLER,TAL,RODAMIENTOS,ROD
1193,PERNO STORANI (STINGER),UN,TALLER,TAL,PERNOS,PER
1194,ARANDELA PLASTICA STORANI (STINGER),UN,TALLER,TAL,BULONERIA,BUL
1195,SEGURO ESTRELLA STORANI (STINGER),UN,TALLER,TAL,BULONERIA,BUL
1196,SEGURO CUADRADO DIAM 57 STORANI (STINGER),UN,TALLER,TAL,BULONERIA,BUL
1197,SEGURO CUADRADO DIAM 32 STORANI (STINGER),UN,TALLER,TAL,BULONERIA,BUL
1198,BUJE DE SUSPENSION RANDON (3 EIXOS) CODIGO 9608=(9611),UN,TALLER,TAL,RODAMIENTOS,ROD
1199,"PERNO TENSOR 1""",UN,TALLER,TAL,FRENO Y SUSPENSION,FYS
1200,"CUPLA GALVANIZADA DE 1"" CON 1 TAPON PLASTICO PVC",UN,TALLER,TAL,HIDRAULICA,HID
1201,KIT DE MANTENIMKIENTO DE VALVULA VENTEO CONTROL,UN,TALLER,TAL,VALVULAS,VAL
1202,GRASA P/CAJA 62EP X 5KG,UN,TALLER,TAL,ACEITES,ACE
1203,LIQUIDO P/DIRECC.HIDR. FTA-001,LT,TALLER,TAL,ACEITES,ACE
1204,TOP DIESEL ADITIVO P/GASOIL 950CC TDIS-95,LT,TALLER,TAL,ACEITES,ACE
1205,DIESELMOVIL AT NF 40 MONOGRADO X 20 LT,UN,TALLER,TAL,FERRETERIA,FER
1208,SUP.MAX.COMPRES.DIESEL 1L MCD-001,LT,TALLER,TAL,FERRETERIA,FER
1209,SELLADOR INSTANT. 55 GRS,UN,TALLER,TAL,FERRETERIA,FER
1210,LIQUIDO HIDRAULICO BP46 (205L) COD. YPF 135392,LT,TALLER,TAL,ACEITES,ACE
1213,GRASA ESPECIAL GR-2,KG,TALLER,TAL,ACEITES,ACE
1221,TRAT.INT.P/RADIADOR X 1 LT TIR-950,LT,TALLER,TAL,FERRETERIA,FER
1223,HIPOIMOVIL 85W140 X 4LT,UN,TALLER,TAL,FERRETERIA,FER
1225,AGUA DESTILADA BIDON X 5 LTS,LT,TALLER,TAL,ACEITES,ACE
1229,ARRANCA MOTOR INST. X 270 GRS.,UN,TALLER,TAL,REPUESTOS,RPU
1232,ELAION ULTRA X 1 LTR,UN,TALLER,TAL,FERRETERIA,FER
1233,GRASA 62EP ENVASE X 2 KG,UN,TALLER,TAL,ACEITES,ACE
1234,HIPOIDAL YPF 80W/90 X 1LIT,UN,TALLER,TAL,FERRETERIA,FER
1238,TRA. INT.P/RADIADOR X 5LTS TIR-4005,UN,TALLER,TAL,FERRETERIA,FER
1239,HIPOIDAL YPF 80W/90 B20 LTS,UN,TALLER,TAL,FERRETERIA,FER
1240,SUPER YPF SUPL. 1-50 4LTS,UN,TALLER,TAL,FERRETERIA,FER
1241,ACEITE DE DIRECCION HIDRAULICA X 20 LTS,LT,TALLER,TAL,ACEITES,ACE
1242,ACEITE DIESEL YPF PLUS 15W40 EXTRA VIDA X 205 LTS. (XV300) COD. 189292,LT,TALLER,TAL,ACEITES,ACE
1243,HIPOIDAL YPF 80W90 CAJA DE VELOCIDAD,LT,TALLER,TAL,FERRETERIA,FER
1244,HIPOIDAL 85 W 140 DIFERENCIAL,LT,TALLER,TAL,TRANSMISION,TRN
1245,LIQUIDO REFRIGERANTE KRIOX 3 T B X 205,LT,TALLER,TAL,ACEITES,ACE
1246,ACEITE YPF 40 W 50 CAJA DE VELOCIDAD 1832,LT,TALLER,TAL,ACEITES,ACE
1247,TAMBOR X 205 LTS. LIQ. REFRIGERANTE LUBRAX,UN,TALLER,TAL,ACEITES,ACE
1248,TAMBOR X 205 LTS. HR 46-EP LUBRAX,UN,TALLER,TAL,FERRETERIA,FER
1249,TAMBOR X 205 LTS. TOP TURBO 15W40 LUBRAX,UN,TALLER,TAL,FERRETERIA,FER
1250,TAMBOR X 205 LTS. TRM-5 80W90 LUBRAX,UN,TALLER,TAL,FERRETERIA,FER
1251,TAMBOR X 205 LTS. TRM-5 85W140 LUBRAX,UN,TALLER,TAL,FERRETERIA,FER
1252,VALDES X 20 LTS. ATF LUBRAX,UN,TALLER,TAL,FERRETERIA,FER
1253,ACEITE SOLUBLE CORTE,LT,TALLER,TAL,FERRETERIA,FER
1259,FILTRO COMBUSTIBLE FC 1832 E FLEETGUARD FF 5488,UN,TALLER,TAL,FILTROS,FIL
1260,FILTROS MAGNETICOS,UN,TALLER,TAL,FILTROS,FIL
1261,FILTRO GASOIL FORD CARGO WV COMB 1 P 4182,UN,TALLER,TAL,FILTROS,FIL
1262,FILTRO DE GASOIL 2§ CUMM15160 FLEETG.,UN,TALLER,TAL,FILTROS,FIL
1263,FILTRO DIRECC.HIDR. CUMM15160 FLEETG.,UN,TALLER,TAL,FILTROS,FIL
1264,FILTRO ACEITE FORD CARGO WV HPH 6349 A,UN,TALLER,TAL,FILTROS,FIL
1265,FILTRO AGUA FORD CARGO WV PR 3909,UN,TALLER,TAL,FILTROS,FIL
1266,FILTRO AGUA DE REFRIG.CUMM17220 FLEETG,UN,TALLER,TAL,FILTROS,FIL
1267,FILTRO AIRE INTERIOR (CHICO) CA 5226,UN,TALLER,TAL,FILTROS,FIL
1268,FILTRO GASOIL CUMMI,UN,TALLER,TAL,FILTROS,FIL
1269,FILTRO GAS OIL SELLADO,UN,TALLER,TAL,FILTROS,FIL
1270,FILTRO GASOIL CUMMI UNIDAD SELLADA,UN,TALLER,TAL,FILTROS,FIL
1271,FILTRO GAS OIL 1/2 LT. FORD/MB. FC 164,UN,TALLER,TAL,FILTROS,FIL
1272,FILTRO DE ACEITE TRABOLD,UN,TALLER,TAL,FILTROS,FIL
1273,CARTUCHO PARA FILTRO TRABOLD,UN,TALLER,TAL,FILTROS,FIL
1274,Tubo 80X40X3mm,MT,TALLER,TAL,HIERROS,HIE
1275,CHAVETA TIPO ALFILER 4X100,UN,TALLER,TAL,BULONERIA,BUL
1276,VENTILADOR INDUSTRIAL,UN,TALLER,TAL,FERRETERIA,FER
1300,FILTRO ACEITE UNIMOG C4MB,UN,TALLER,TAL,FILTROS,FIL
